G;A;L;V
weiblich;25 bis unter 30 Jahre;Krankheiten der Arterien, Arteriolen und Kapillare;2
weiblich;25 bis unter 30 Jahre;Krankheiten des Atmungssystems;14
weiblich;25 bis unter 30 Jahre;Grippe;2
weiblich;25 bis unter 30 Jahre;Pneumonie;3
weiblich;25 bis unter 30 Jahre;Chronische Krankheiten der unteren Atemwege;2
weiblich;25 bis unter 30 Jahre;Asthma;1
weiblich;25 bis unter 30 Jahre;Krankheiten des Verdauungssystems;16
weiblich;25 bis unter 30 Jahre;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;0
weiblich;25 bis unter 30 Jahre;Krankheiten der Leber;8
weiblich;25 bis unter 30 Jahre;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;6
weiblich;25 bis unter 30 Jahre;Krankheiten der Haut und der Unterhaut;0
weiblich;25 bis unter 30 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;6
weiblich;25 bis unter 30 Jahre;Chronische Polyarthritis und Arthrose;0
weiblich;25 bis unter 30 Jahre;Krankheiten des Urogenitalsystems;2
weiblich;25 bis unter 30 Jahre;Krankheiten der Niere;1
weiblich;25 bis unter 30 Jahre;Schwangerschaft, Geburt und Wochenbett;5
weiblich;25 bis unter 30 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;4
weiblich;25 bis unter 30 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;14
weiblich;25 bis unter 30 Jahre;Angeborene Fehlbildungen des Nervensystems;2
weiblich;25 bis unter 30 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;4
weiblich;25 bis unter 30 Jahre;Symptome und abnorme klinische und Laborbefunde;71
weiblich;25 bis unter 30 Jahre;Plötzlicher Kindstod;0
weiblich;25 bis unter 30 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;69
weiblich;25 bis unter 30 Jahre;Äußere Ursachen von Morbidität und Mortalität;161
weiblich;25 bis unter 30 Jahre;Unfälle einschließlich Spätfolgen;68
weiblich;25 bis unter 30 Jahre;Transportmittelunfälle;34
weiblich;25 bis unter 30 Jahre;Stürze;1
weiblich;25 bis unter 30 Jahre;Ertrinken und Untergehen;1
weiblich;25 bis unter 30 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;4
weiblich;25 bis unter 30 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);16
weiblich;25 bis unter 30 Jahre;Vorsätzliche Selbstbeschädigung;72
weiblich;25 bis unter 30 Jahre;Tätlicher Angriff;10
weiblich;25 bis unter 30 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;11
weiblich;30 bis unter 35 Jahre;Insgesamt;882
weiblich;30 bis unter 35 Jahre;Bestimmte infektiöse und parasitäre Krankheiten;16
weiblich;30 bis unter 35 Jahre;Tuberkulose einschließlich ihrer Folgezustände;1
weiblich;30 bis unter 35 Jahre;Meningokokkeninfektion;0
weiblich;30 bis unter 35 Jahre;Virushepatitis;1
weiblich;30 bis unter 35 Jahre;HIV-Krankheit;4
weiblich;30 bis unter 35 Jahre;Neubildungen;305
weiblich;30 bis unter 35 Jahre;Bösartige Neubildungen (BN);300
weiblich;30 bis unter 35 Jahre;BN der Lippe, der Mundhöhle und des Pharynx;2
weiblich;30 bis unter 35 Jahre;BN des Ösophagus;1
weiblich;30 bis unter 35 Jahre;BN des Magens;13
weiblich;30 bis unter 35 Jahre;BN des Dickdarms;14
weiblich;30 bis unter 35 Jahre;BN des Rektums, des Anus und am Rektosigmoid;4
weiblich;30 bis unter 35 Jahre;BN der Leber, der Gallenwege und des Pankreas;18
weiblich;30 bis unter 35 Jahre;BN der Leber und der intrahepatischen Gallengänge;5
weiblich;30 bis unter 35 Jahre;BN des Pankreas;12
weiblich;30 bis unter 35 Jahre;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;11
weiblich;30 bis unter 35 Jahre;BN der Bronchien und der Lunge;10
weiblich;30 bis unter 35 Jahre;Melanom und sonstige bösartige Neubild. der Haut;9
weiblich;30 bis unter 35 Jahre;Bösartiges Melanom der Haut;9
weiblich;30 bis unter 35 Jahre;BN der Brustdrüse;85
weiblich;30 bis unter 35 Jahre;BN der Genital- und Harnorgane;55
weiblich;30 bis unter 35 Jahre;BN der Cervix uteri;33
weiblich;30 bis unter 35 Jahre;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;1
weiblich;30 bis unter 35 Jahre;BN des Ovars;14
weiblich;30 bis unter 35 Jahre;BN der Prostata;0
weiblich;30 bis unter 35 Jahre;BN der Niere, ausgenommen Nierenbecken;0
weiblich;30 bis unter 35 Jahre;BN der Harnblase;2
weiblich;30 bis unter 35 Jahre;BN d. lymphat., blutbild. u. verwandten Gewebes;23
weiblich;30 bis unter 35 Jahre;Leukämie;18
weiblich;30 bis unter 35 Jahre;Gutartige Neubildungen;1
weiblich;30 bis unter 35 Jahre;Krankheiten des Blutes u. der blutbildenden Organe;9
weiblich;30 bis unter 35 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;27
weiblich;30 bis unter 35 Jahre;Diabetes mellitus;11
weiblich;30 bis unter 35 Jahre;Psychische und Verhaltensstörungen;25
weiblich;30 bis unter 35 Jahre;Psychische und Verhaltensstörungen durch Alkohol;5
weiblich;30 bis unter 35 Jahre;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;10
weiblich;30 bis unter 35 Jahre;Krankheiten d. Nervensystems u. d. Sinnesorgane;34
weiblich;30 bis unter 35 Jahre;Meningitis;0
weiblich;30 bis unter 35 Jahre;Krankheiten des Kreislaufsystems;99
weiblich;30 bis unter 35 Jahre;Hypertonie (Hochdruckkrankheit);1
weiblich;30 bis unter 35 Jahre;Ischämische Herzkrankheiten;13
weiblich;30 bis unter 35 Jahre;Akuter oder rezidivierender Myokardinfarkt;7
weiblich;30 bis unter 35 Jahre;Sonstige Formen der Herzkrankheit;26
weiblich;30 bis unter 35 Jahre;Sonstige Krankheiten des Endokards;3
weiblich;30 bis unter 35 Jahre;Zerebrovaskuläre Krankheiten;24
weiblich;30 bis unter 35 Jahre;Schlaganfall, nicht als Blutung oder Infarkt bez.;1
weiblich;30 bis unter 35 Jahre;Krankheiten der Arterien, Arteriolen und Kapillare;6
weiblich;30 bis unter 35 Jahre;Krankheiten des Atmungssystems;18
weiblich;30 bis unter 35 Jahre;Grippe;5
weiblich;30 bis unter 35 Jahre;Pneumonie;3
weiblich;30 bis unter 35 Jahre;Chronische Krankheiten der unteren Atemwege;3
weiblich;30 bis unter 35 Jahre;Asthma;2
weiblich;30 bis unter 35 Jahre;Krankheiten des Verdauungssystems;37
weiblich;30 bis unter 35 Jahre;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;3
weiblich;30 bis unter 35 Jahre;Krankheiten der Leber;23
weiblich;30 bis unter 35 Jahre;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;19
weiblich;30 bis unter 35 Jahre;Krankheiten der Haut und der Unterhaut;1
weiblich;30 bis unter 35 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;7
weiblich;30 bis unter 35 Jahre;Chronische Polyarthritis und Arthrose;1
weiblich;30 bis unter 35 Jahre;Krankheiten des Urogenitalsystems;6
weiblich;30 bis unter 35 Jahre;Krankheiten der Niere;5
weiblich;30 bis unter 35 Jahre;Schwangerschaft, Geburt und Wochenbett;7
weiblich;30 bis unter 35 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;2
weiblich;30 bis unter 35 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;14
weiblich;30 bis unter 35 Jahre;Angeborene Fehlbildungen des Nervensystems;8
weiblich;30 bis unter 35 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;2
weiblich;30 bis unter 35 Jahre;Symptome und abnorme klinische und Laborbefunde;105
weiblich;30 bis unter 35 Jahre;Plötzlicher Kindstod;0
weiblich;30 bis unter 35 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;101
weiblich;30 bis unter 35 Jahre;Äußere Ursachen von Morbidität und Mortalität;170
weiblich;30 bis unter 35 Jahre;Unfälle einschließlich Spätfolgen;69
weiblich;30 bis unter 35 Jahre;Transportmittelunfälle;27
weiblich;30 bis unter 35 Jahre;Stürze;3
weiblich;30 bis unter 35 Jahre;Ertrinken und Untergehen;3
weiblich;30 bis unter 35 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;5
weiblich;30 bis unter 35 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);25
weiblich;30 bis unter 35 Jahre;Vorsätzliche Selbstbeschädigung;88
weiblich;30 bis unter 35 Jahre;Tätlicher Angriff;5
weiblich;30 bis unter 35 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;8
weiblich;35 bis unter 40 Jahre;Insgesamt;1408
weiblich;35 bis unter 40 Jahre;Bestimmte infektiöse und parasitäre Krankheiten;16
weiblich;35 bis unter 40 Jahre;Tuberkulose einschließlich ihrer Folgezustände;2
weiblich;35 bis unter 40 Jahre;Meningokokkeninfektion;0
weiblich;35 bis unter 40 Jahre;Virushepatitis;1
weiblich;35 bis unter 40 Jahre;HIV-Krankheit;2
weiblich;35 bis unter 40 Jahre;Neubildungen;578
weiblich;35 bis unter 40 Jahre;Bösartige Neubildungen (BN);564
weiblich;35 bis unter 40 Jahre;BN der Lippe, der Mundhöhle und des Pharynx;8
weiblich;35 bis unter 40 Jahre;BN des Ösophagus;3
weiblich;35 bis unter 40 Jahre;BN des Magens;33
weiblich;35 bis unter 40 Jahre;BN des Dickdarms;25
weiblich;35 bis unter 40 Jahre;BN des Rektums, des Anus und am Rektosigmoid;15
weiblich;35 bis unter 40 Jahre;BN der Leber, der Gallenwege und des Pankreas;22
weiblich;35 bis unter 40 Jahre;BN der Leber und der intrahepatischen Gallengänge;9
weiblich;35 bis unter 40 Jahre;BN des Pankreas;12
weiblich;35 bis unter 40 Jahre;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;22
weiblich;35 bis unter 40 Jahre;BN der Bronchien und der Lunge;22
weiblich;35 bis unter 40 Jahre;Melanom und sonstige bösartige Neubild. der Haut;11
weiblich;35 bis unter 40 Jahre;Bösartiges Melanom der Haut;10
weiblich;35 bis unter 40 Jahre;BN der Brustdrüse;200
weiblich;35 bis unter 40 Jahre;BN der Genital- und Harnorgane;105
weiblich;35 bis unter 40 Jahre;BN der Cervix uteri;56
weiblich;35 bis unter 40 Jahre;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;5
weiblich;35 bis unter 40 Jahre;BN des Ovars;26
weiblich;35 bis unter 40 Jahre;BN der Prostata;0
weiblich;35 bis unter 40 Jahre;BN der Niere, ausgenommen Nierenbecken;4
weiblich;35 bis unter 40 Jahre;BN der Harnblase;4
weiblich;35 bis unter 40 Jahre;BN d. lymphat., blutbild. u. verwandten Gewebes;31
weiblich;35 bis unter 40 Jahre;Leukämie;21
weiblich;35 bis unter 40 Jahre;Gutartige Neubildungen;2
weiblich;35 bis unter 40 Jahre;Krankheiten des Blutes u. der blutbildenden Organe;6
weiblich;35 bis unter 40 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;54
weiblich;35 bis unter 40 Jahre;Diabetes mellitus;20
weiblich;35 bis unter 40 Jahre;Psychische und Verhaltensstörungen;58
weiblich;35 bis unter 40 Jahre;Psychische und Verhaltensstörungen durch Alkohol;25
weiblich;35 bis unter 40 Jahre;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;20
weiblich;35 bis unter 40 Jahre;Krankheiten d. Nervensystems u. d. Sinnesorgane;52
weiblich;35 bis unter 40 Jahre;Meningitis;0
weiblich;35 bis unter 40 Jahre;Krankheiten des Kreislaufsystems;165
weiblich;35 bis unter 40 Jahre;Hypertonie (Hochdruckkrankheit);1
weiblich;35 bis unter 40 Jahre;Ischämische Herzkrankheiten;31
weiblich;35 bis unter 40 Jahre;Akuter oder rezidivierender Myokardinfarkt;20
weiblich;35 bis unter 40 Jahre;Sonstige Formen der Herzkrankheit;34
weiblich;35 bis unter 40 Jahre;Sonstige Krankheiten des Endokards;7
weiblich;35 bis unter 40 Jahre;Zerebrovaskuläre Krankheiten;50
weiblich;35 bis unter 40 Jahre;Schlaganfall, nicht als Blutung oder Infarkt bez.;1
weiblich;35 bis unter 40 Jahre;Krankheiten der Arterien, Arteriolen und Kapillare;8
weiblich;35 bis unter 40 Jahre;Krankheiten des Atmungssystems;24
weiblich;35 bis unter 40 Jahre;Grippe;5
weiblich;35 bis unter 40 Jahre;Pneumonie;7
weiblich;35 bis unter 40 Jahre;Chronische Krankheiten der unteren Atemwege;5
weiblich;35 bis unter 40 Jahre;Asthma;4
weiblich;35 bis unter 40 Jahre;Krankheiten des Verdauungssystems;89
weiblich;35 bis unter 40 Jahre;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1
weiblich;35 bis unter 40 Jahre;Krankheiten der Leber;62
weiblich;35 bis unter 40 Jahre;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;54
weiblich;35 bis unter 40 Jahre;Krankheiten der Haut und der Unterhaut;0
weiblich;35 bis unter 40 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;9
weiblich;35 bis unter 40 Jahre;Chronische Polyarthritis und Arthrose;1
weiblich;35 bis unter 40 Jahre;Krankheiten des Urogenitalsystems;9
weiblich;35 bis unter 40 Jahre;Krankheiten der Niere;8
weiblich;35 bis unter 40 Jahre;Schwangerschaft, Geburt und Wochenbett;8
weiblich;35 bis unter 40 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;1
weiblich;35 bis unter 40 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;13
weiblich;35 bis unter 40 Jahre;Angeborene Fehlbildungen des Nervensystems;0
weiblich;35 bis unter 40 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;5
weiblich;35 bis unter 40 Jahre;Symptome und abnorme klinische und Laborbefunde;146
weiblich;35 bis unter 40 Jahre;Plötzlicher Kindstod;0
weiblich;35 bis unter 40 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;143
weiblich;35 bis unter 40 Jahre;Äußere Ursachen von Morbidität und Mortalität;180
weiblich;35 bis unter 40 Jahre;Unfälle einschließlich Spätfolgen;75
weiblich;35 bis unter 40 Jahre;Transportmittelunfälle;23
weiblich;35 bis unter 40 Jahre;Stürze;7
weiblich;35 bis unter 40 Jahre;Ertrinken und Untergehen;1
weiblich;35 bis unter 40 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;0
weiblich;35 bis unter 40 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);28
weiblich;35 bis unter 40 Jahre;Vorsätzliche Selbstbeschädigung;82
weiblich;35 bis unter 40 Jahre;Tätlicher Angriff;10
weiblich;35 bis unter 40 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;13
weiblich;40 bis unter 45 Jahre;Insgesamt;1866
weiblich;40 bis unter 45 Jahre;Bestimmte infektiöse und parasitäre Krankheiten;31
weiblich;40 bis unter 45 Jahre;Tuberkulose einschließlich ihrer Folgezustände;0
weiblich;40 bis unter 45 Jahre;Meningokokkeninfektion;0
weiblich;40 bis unter 45 Jahre;Virushepatitis;8
weiblich;40 bis unter 45 Jahre;HIV-Krankheit;8
weiblich;40 bis unter 45 Jahre;Neubildungen;870
weiblich;40 bis unter 45 Jahre;Bösartige Neubildungen (BN);856
weiblich;40 bis unter 45 Jahre;BN der Lippe, der Mundhöhle und des Pharynx;12
weiblich;40 bis unter 45 Jahre;BN des Ösophagus;6
weiblich;40 bis unter 45 Jahre;BN des Magens;38
weiblich;40 bis unter 45 Jahre;BN des Dickdarms;48
weiblich;40 bis unter 45 Jahre;BN des Rektums, des Anus und am Rektosigmoid;19
weiblich;40 bis unter 45 Jahre;BN der Leber, der Gallenwege und des Pankreas;51
weiblich;40 bis unter 45 Jahre;BN der Leber und der intrahepatischen Gallengänge;18
weiblich;40 bis unter 45 Jahre;BN des Pankreas;25
weiblich;40 bis unter 45 Jahre;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;74
weiblich;40 bis unter 45 Jahre;BN der Bronchien und der Lunge;74
weiblich;40 bis unter 45 Jahre;Melanom und sonstige bösartige Neubild. der Haut;15
weiblich;40 bis unter 45 Jahre;Bösartiges Melanom der Haut;15
weiblich;40 bis unter 45 Jahre;BN der Brustdrüse;292
weiblich;40 bis unter 45 Jahre;BN der Genital- und Harnorgane;158
weiblich;40 bis unter 45 Jahre;BN der Cervix uteri;65
weiblich;40 bis unter 45 Jahre;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;25
weiblich;40 bis unter 45 Jahre;BN des Ovars;48
weiblich;40 bis unter 45 Jahre;BN der Prostata;0
weiblich;40 bis unter 45 Jahre;BN der Niere, ausgenommen Nierenbecken;8
weiblich;40 bis unter 45 Jahre;BN der Harnblase;7
weiblich;40 bis unter 45 Jahre;BN d. lymphat., blutbild. u. verwandten Gewebes;41
weiblich;40 bis unter 45 Jahre;Leukämie;24
weiblich;40 bis unter 45 Jahre;Gutartige Neubildungen;9
weiblich;40 bis unter 45 Jahre;Krankheiten des Blutes u. der blutbildenden Organe;13
weiblich;40 bis unter 45 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;48
weiblich;40 bis unter 45 Jahre;Diabetes mellitus;13
weiblich;40 bis unter 45 Jahre;Psychische und Verhaltensstörungen;40
weiblich;40 bis unter 45 Jahre;Psychische und Verhaltensstörungen durch Alkohol;17
weiblich;40 bis unter 45 Jahre;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;15
weiblich;40 bis unter 45 Jahre;Krankheiten d. Nervensystems u. d. Sinnesorgane;61
weiblich;40 bis unter 45 Jahre;Meningitis;0
weiblich;40 bis unter 45 Jahre;Krankheiten des Kreislaufsystems;209
weiblich;40 bis unter 45 Jahre;Hypertonie (Hochdruckkrankheit);9
weiblich;40 bis unter 45 Jahre;Ischämische Herzkrankheiten;41
weiblich;40 bis unter 45 Jahre;Akuter oder rezidivierender Myokardinfarkt;24
weiblich;40 bis unter 45 Jahre;Sonstige Formen der Herzkrankheit;50
weiblich;40 bis unter 45 Jahre;Sonstige Krankheiten des Endokards;6
weiblich;40 bis unter 45 Jahre;Zerebrovaskuläre Krankheiten;52
weiblich;40 bis unter 45 Jahre;Schlaganfall, nicht als Blutung oder Infarkt bez.;0
weiblich;40 bis unter 45 Jahre;Krankheiten der Arterien, Arteriolen und Kapillare;15
weiblich;40 bis unter 45 Jahre;Krankheiten des Atmungssystems;49
weiblich;40 bis unter 45 Jahre;Grippe;5
weiblich;40 bis unter 45 Jahre;Pneumonie;13
weiblich;40 bis unter 45 Jahre;Chronische Krankheiten der unteren Atemwege;20
weiblich;40 bis unter 45 Jahre;Asthma;5
weiblich;40 bis unter 45 Jahre;Krankheiten des Verdauungssystems;134
weiblich;40 bis unter 45 Jahre;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;4
weiblich;40 bis unter 45 Jahre;Krankheiten der Leber;91
weiblich;40 bis unter 45 Jahre;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;84
weiblich;40 bis unter 45 Jahre;Krankheiten der Haut und der Unterhaut;4
weiblich;40 bis unter 45 Jahre;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;8
weiblich;40 bis unter 45 Jahre;Chronische Polyarthritis und Arthrose;1
weiblich;40 bis unter 45 Jahre;Krankheiten des Urogenitalsystems;15
weiblich;40 bis unter 45 Jahre;Krankheiten der Niere;12
weiblich;40 bis unter 45 Jahre;Schwangerschaft, Geburt und Wochenbett;3
weiblich;40 bis unter 45 Jahre;Best.Zustände mit Ursprung in der Perinatalperiode;1
weiblich;40 bis unter 45 Jahre;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;20
weiblich;40 bis unter 45 Jahre;Angeborene Fehlbildungen des Nervensystems;2
weiblich;40 bis unter 45 Jahre;Angeborene Fehlbildungen des Kreislaufsystems;8
weiblich;40 bis unter 45 Jahre;Symptome und abnorme klinische und Laborbefunde;154
weiblich;40 bis unter 45 Jahre;Plötzlicher Kindstod;0
weiblich;40 bis unter 45 Jahre;Sonst. ungenau bezeichnete u. unbek. Todesursachen;148
weiblich;40 bis unter 45 Jahre;Äußere Ursachen von Morbidität und Mortalität;206
weiblich;40 bis unter 45 Jahre;Unfälle einschließlich Spätfolgen;80
weiblich;40 bis unter 45 Jahre;Transportmittelunfälle;25
weiblich;40 bis unter 45 Jahre;Stürze;17
weiblich;40 bis unter 45 Jahre;Ertrinken und Untergehen;0
weiblich;40 bis unter 45 Jahre;Exposition gegenüber Rauch, Feuer und Flammen;3
weiblich;40 bis unter 45 Jahre;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);17
weiblich;40 bis unter 45 Jahre;Vorsätzliche Selbstbeschädigung;100
weiblich;40 bis unter 45 Jahre;Tätlicher Angriff;13
weiblich;40 bis unter 45 Jahre;Ereignis, dessen nähere Umstände unbestimmt sind;13
weiblich;45 bis unter 50 Jahre;Insgesamt;3586
weiblich;45 bis unter 50 Jahre;Bestimmte infektiöse und parasitäre Krankheiten;58
weiblich;45 bis unter 50 Jahre;Tuberkulose einschließlich ihrer Folgezustände;1
weiblich;45 bis unter 50 Jahre;Meningokokkeninfektion;2
weiblich;45 bis unter 50 Jahre;Virushepatitis;3
weiblich;45 bis unter 50 Jahre;HIV-Krankheit;6
weiblich;45 bis unter 50 Jahre;Neubildungen;1691
weiblich;45 bis unter 50 Jahre;Bösartige Neubildungen (BN);1675
weiblich;45 bis unter 50 Jahre;BN der Lippe, der Mundhöhle und des Pharynx;26
weiblich;45 bis unter 50 Jahre;BN des Ösophagus;10
weiblich;45 bis unter 50 Jahre;BN des Magens;67
weiblich;45 bis unter 50 Jahre;BN des Dickdarms;88
weiblich;45 bis unter 50 Jahre;BN des Rektums, des Anus und am Rektosigmoid;58
weiblich;45 bis unter 50 Jahre;BN der Leber, der Gallenwege und des Pankreas;136
weiblich;45 bis unter 50 Jahre;BN der Leber und der intrahepatischen Gallengänge;30
weiblich;45 bis unter 50 Jahre;BN des Pankreas;85
weiblich;45 bis unter 50 Jahre;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;233
weiblich;45 bis unter 50 Jahre;BN der Bronchien und der Lunge;232
weiblich;45 bis unter 50 Jahre;Melanom und sonstige bösartige Neubild. der Haut;37
weiblich;45 bis unter 50 Jahre;Bösartiges Melanom der Haut;32
weiblich;45 bis unter 50 Jahre;BN der Brustdrüse;485
weiblich;45 bis unter 50 Jahre;BN der Genital- und Harnorgane;259
weiblich;45 bis unter 50 Jahre;BN der Cervix uteri;90
weiblich;45 bis unter 50 Jahre;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;20
weiblich;45 bis unter 50 Jahre;BN des Ovars;103
weiblich;45 bis unter 50 Jahre;BN der Prostata;0
weiblich;45 bis unter 50 Jahre;BN der Niere, ausgenommen Nierenbecken;11
weiblich;45 bis unter 50 Jahre;BN der Harnblase;13
weiblich;45 bis unter 50 Jahre;BN d. lymphat., blutbild. u. verwandten Gewebes;65
weiblich;45 bis unter 50 Jahre;Leukämie;31
weiblich;45 bis unter 50 Jahre;Gutartige Neubildungen;4
weiblich;45 bis unter 50 Jahre;Krankheiten des Blutes u. der blutbildenden Organe;13
weiblich;45 bis unter 50 Jahre;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;103
weiblich;45 bis unter 50 Jahre;Diabetes mellitus;42
weiblich;45 bis unter 50 Jahre;Psychische und Verhaltensstörungen;89
weiblich;45 bis unter 50 Jahre;Psychische und Verhaltensstörungen durch Alkohol;46
weiblich;45 bis unter 50 Jahre;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;21
weiblich;45 bis unter 50 Jahre;Krankheiten d. Nervensystems u. d. Sinnesorgane;142
weiblich;45 bis unter 50 Jahre;Meningitis;3
weiblich;45 bis unter 50 Jahre;Krankheiten des Kreislaufsystems;467
weiblich;45 bis unter 50 Jahre;Hypertonie (Hochdruckkrankheit);15
